"id","signup_date","loyalty","location","gender","age","favorite_movie_line","number_of_purchases","value_of_purchases","total_standard_points","total_points_redeemed","first_order_date","last_order_date","time_between_purchases","average_order_value","time_to_first_purchase"
201,"2012-01-08","enrolled","LA",NA,"wise","I'm the king of the world!",1,3899,380,0,"2013-01-07","2013-01-07",365,3899,365
202,"2012-01-08","enrolled","SF",NA,"youthful",NA,146,608508,59570,55000,"2012-01-08","2013-12-28",4.93150684931507,4167.86301369863,0
203,"2012-01-08","control",NA,"C","youthful","Elementary, my dear Watson.",9,59996,0,0,"2012-01-24","2013-07-09",60.7777777777778,6666.22222222222,16
204,"2012-01-08","control","SF",NA,"youthful","They're here!",4,8917,0,0,"2012-06-04","2013-09-15",153.75,2229.25,147
205,"2012-01-08","control","SF",NA,NA,"Hello, gorgeous.",19,8920,0,0,"2012-01-29","2013-12-25",37.7368421052632,469.473684210526,21
206,"2012-01-08","enrolled","NY","A","youthful",NA,68,121484,11700,10000,"2012-02-21","2013-10-30",9.70588235294118,1786.52941176471,44
207,"2012-01-08","enrolled",NA,NA,NA,NA,4,13307,1300,0,"2012-02-07","2013-05-25",125.5,3326.75,30
208,"2012-01-08","enrolled",NA,"A","young",NA,8,6386,600,0,"2012-06-08","2013-10-18",81,798.25,151
209,"2012-01-08","control",NA,"D","youthful",NA,5,60842,0,0,"2012-03-16","2013-06-06",102.8,12168.4,67
210,"2012-01-08","control",NA,"B",NA,"Made it, Ma! Top of the world!",1,1917,0,0,"2013-05-24","2013-05-24",501,1917,501
211,"2012-01-08","enrolled",NA,NA,NA,NA,12,15451,1480,0,"2012-01-24","2013-12-20",59.3333333333333,1287.58333333333,16
212,"2012-01-08","enrolled",NA,"A","youthful","If you build it, he will come.",67,74014,7050,5000,"2012-01-09","2013-11-24",10.2388059701493,1104.68656716418,1
213,"2012-01-08","enrolled",NA,"A",NA,"You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",6,15925,1560,0,"2012-01-31","2013-07-30",94.6666666666667,2654.16666666667,23
214,"2012-01-08","enrolled","LA","B","oldish",NA,4,22300,2220,0,"2012-06-02","2013-10-27",164.25,5575,145
215,"2012-01-08","control","NY","A","young","Show me the money!",6,5854,0,0,"2012-04-15","2013-10-01",105.166666666667,975.666666666667,97
216,"2012-01-08","enrolled",NA,NA,NA,NA,52,126614,12290,10000,"2012-01-14","2013-11-16",13.0384615384615,2434.88461538462,6
217,"2012-01-08","control",NA,NA,"wise",NA,5,4012,0,0,"2012-07-15","2013-11-01",132.4,802.4,188
218,"2012-01-08","control","LA",NA,NA,"I'll have what she's having.",6,31372,0,0,"2012-03-23","2013-12-16",118,5228.66666666667,74
219,"2012-01-08","enrolled",NA,NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
220,"2012-01-08","control",NA,"B",NA,NA,1,926,0,0,"2013-08-14","2013-08-14",583,926,583
221,"2012-01-08","enrolled","SF",NA,"youthful","I'll be back.",12,34328,3380,0,"2012-03-13","2013-11-27",57.4166666666667,2860.66666666667,64
222,"2012-01-08","control","NY",NA,"young",NA,13,24140,0,0,"2012-03-08","2013-11-08",51.5384615384615,1856.92307692308,60
223,"2012-01-08","control",NA,NA,"wise",NA,1,507,0,0,"2012-11-04","2012-11-04",300,507,300
224,"2012-01-08","control",NA,NA,NA,NA,6,37670,0,0,"2012-01-23","2013-08-17",97.6666666666667,6278.33333333333,15
225,"2012-01-09","enrolled",NA,NA,"youthful",NA,136,1129825,111300,105000,"2012-01-09","2013-12-30",5.30147058823529,8307.53676470588,0
226,"2012-01-09","control","LA","D","youthful","Say ""hello"" to my little friend!",76,578410,0,0,"2012-02-04","2013-12-17",9.31578947368421,7610.65789473684,26
227,"2012-01-09","enrolled","NY",NA,"young",NA,80,95648,9140,5000,"2012-01-23","2013-12-27",8.975,1195.6,14
228,"2012-01-09","control","LA","D","young","Why don't you come up sometime and see me?",5,9785,0,0,"2012-04-06","2013-09-15",122.8,1957,87
229,"2012-01-09","enrolled",NA,"B",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
230,"2012-01-09","enrolled","LA",NA,NA,NA,4,5233,500,0,"2012-07-21","2013-11-23",171,1308.25,193
231,"2012-01-09","control","SF","B",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
232,"2012-01-09","enrolled",NA,"A",NA,"Who's on first.",5,13398,1310,0,"2012-01-16","2013-12-03",138.8,2679.6,7
233,"2012-01-09","control","LA","C",NA,NA,4,21346,0,0,"2012-08-09","2013-12-24",178.75,5336.5,212
234,"2012-01-09","control",NA,"D","youthful",NA,40,302994,0,0,"2012-02-14","2013-12-27",17.95,7574.85,36
235,"2012-01-09","control",NA,"B",NA,"Listen to me, mister. You're my knight in shining armor.  Don't you forget it.  You're going to get back on that horse, and I'm going to be right behind you, holding on tight, and away we're gonna go, go, go!",1,3387,0,0,"2012-03-20","2012-03-20",70,3387,70
236,"2012-01-09","enrolled",NA,"B","youthful","It's alive!  It's alive!",46,124838,12170,10000,"2012-02-18","2013-12-30",15.6739130434783,2713.86956521739,40
237,"2012-01-09","control",NA,"B",NA,NA,44,49995,0,0,"2012-01-15","2013-12-14",16.0227272727273,1136.25,6
238,"2012-01-09","control",NA,NA,NA,"Take your stinking paws off me, you damned dirty ape.",45,49897,0,0,"2012-01-24","2013-12-03",15.4222222222222,1108.82222222222,15
239,"2012-01-09","control","LA",NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
240,"2012-01-09","enrolled","LA","B","young",NA,3,3806,360,0,"2012-05-25","2013-08-04",190.666666666667,1268.66666666667,136
241,"2012-01-09","control",NA,NA,"young",NA,3,4847,0,0,"2012-12-18","2013-12-16",235.666666666667,1615.66666666667,344
242,"2012-01-09","enrolled","SF","B","youthful","La-dee-da, la-dee-da.",11,29714,2910,0,"2012-02-19","2013-11-26",62.4545454545455,2701.27272727273,41
243,"2012-01-09","enrolled",NA,NA,NA,"Fasten your seatbelts. It's going to be a bumpy night.",6,8768,850,0,"2012-03-04","2013-01-06",60.5,1461.33333333333,55
244,"2012-01-09","enrolled","NY",NA,NA,"You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",1,2402,240,0,"2012-06-16","2012-06-16",158,2402,158
245,"2012-01-09","control",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
246,"2012-01-09","control",NA,"D","oldish","They're here!",48,119816,0,0,"2012-01-14","2013-12-23",14.875,2496.16666666667,5
247,"2012-01-09","enrolled","NY",NA,"oldish","Greed, for lack of a better word, is good.",8,21407,2110,0,"2012-01-09","2013-11-05",83.25,2675.875,0
248,"2012-01-09","control","LA","C",NA,"Soylent Green is people!",11,41316,0,0,"2012-08-03","2013-11-25",62.3636363636364,3756,206
249,"2012-01-09","control","LA",NA,NA,NA,6,6207,0,0,"2012-04-18","2013-10-28",109.5,1034.5,99
250,"2012-01-09","enrolled","SF","C",NA,"E.T. phone home.",9,17246,1670,0,"2012-04-02","2013-08-30",66.4444444444444,1916.22222222222,83
251,"2012-01-09","enrolled",NA,"A",NA,NA,5,4249,410,0,"2012-02-19","2013-02-13",80.2,849.8,41
252,"2012-01-09","control","SF","D","young","You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",1,102,0,0,"2013-08-14","2013-08-14",582,102,582
253,"2012-01-09","enrolled",NA,"A",NA,"La-dee-da, la-dee-da.",2,2127,200,0,"2012-03-22","2012-12-27",176.5,1063.5,72
254,"2012-01-10","control",NA,NA,"wise",NA,2,3012,0,0,"2012-11-09","2013-10-06",317,1506,304
255,"2012-01-10","control","SF",NA,"young",NA,2,1279,0,0,"2012-05-19","2012-12-13",169,639.5,129
256,"2012-01-10","control","SF","B",NA,"Greed, for lack of a better word, is good.",8,8082,0,0,"2012-01-11","2013-12-03",86.625,1010.25,1
257,"2012-01-10","enrolled","NY",NA,NA,"Wait a minute, wait a minute.  You ain't heard nothin' yet!",10,29307,2880,0,"2012-01-28","2013-11-22",68.2,2930.7,18
258,"2012-01-10","control","NY",NA,"oldish",NA,9,17261,0,0,"2012-01-14","2013-09-17",68.3333333333333,1917.88888888889,4
259,"2012-01-10","enrolled",NA,NA,"wise","You can't handle the truth!",2,3014,290,0,"2012-02-19","2012-04-04",42,1507,40
260,"2012-01-10","control",NA,"C",NA,"Soylent Green is people!",4,6294,0,0,"2012-05-26","2013-05-02",119.25,1573.5,136
261,"2012-01-10","enrolled","NY","B","oldish","Badges? We ain't got no badges! We don't need no badges! I don't have to show you any stinking badges!",5,7207,690,0,"2012-04-15","2013-12-09",139.8,1441.4,95
262,"2012-01-10","control",NA,NA,NA,"Fasten your seatbelts. It's going to be a bumpy night.",1,1708,0,0,"2013-07-01","2013-07-01",537,1708,537
263,"2012-01-10","enrolled","SF","A",NA,NA,25,19804,1900,0,"2012-02-19","2013-10-31",26.36,792.16,40
264,"2012-01-10","control","LA",NA,"young",NA,4,2323,0,0,"2012-02-10","2013-06-04",127.5,580.75,31
265,"2012-01-10","enrolled","SF",NA,NA,NA,34,115752,11350,5000,"2012-01-10","2013-12-06",20.4705882352941,3404.47058823529,0
266,"2012-01-10","control",NA,"C","youthful",NA,9,78082,0,0,"2012-02-17","2013-12-28",79.7777777777778,8675.77777777778,38
267,"2012-01-10","enrolled","NY","D",NA,"You had me at ""hello.""",11,45441,4510,0,"2012-01-13","2013-12-21",64.6363636363636,4131,3
268,"2012-01-10","enrolled","NY","C",NA,"Greed, for lack of a better word, is good.",88,785112,77380,70000,"2012-01-15","2013-12-15",8.01136363636364,8921.72727272727,5
269,"2012-01-10","enrolled","NY",NA,NA,NA,15,8784,800,0,"2012-02-21","2013-12-09",46.6,585.6,42
270,"2012-01-10","control","SF",NA,"wise",NA,4,5101,0,0,"2012-08-07","2013-06-01",126.75,1275.25,209
271,"2012-01-10","control","NY","D",NA,"You know how to whistle, don't you, Steve? You just put your lips together and blow.",11,11203,0,0,"2012-01-10","2013-09-16",55.8181818181818,1018.45454545455,0
272,"2012-01-10","enrolled",NA,NA,"young",NA,45,42233,3990,0,"2012-01-11","2013-12-29",15.9777777777778,938.511111111111,1
273,"2012-01-10","control",NA,"B",NA,"They're here!",2,3084,0,0,"2012-01-26","2012-12-17",171,1542,16
274,"2012-01-11","control",NA,NA,"youthful","It's alive!  It's alive!",47,121684,0,0,"2012-01-15","2013-12-14",14.9574468085106,2589.02127659574,4
275,"2012-01-11","control","NY","C",NA,"Show me the money!",6,6254,0,0,"2012-02-05","2013-08-26",98.6666666666667,1042.33333333333,25
276,"2012-01-11","enrolled","NY","A",NA,"I'm gonna make him an offer he can't refuse.",3,2867,270,0,"2012-07-21","2012-12-12",112,955.666666666667,191
277,"2012-01-11","enrolled","LA",NA,NA,NA,6,13418,1300,0,"2012-01-25","2013-06-10",85.8333333333333,2236.33333333333,14
278,"2012-01-11","enrolled",NA,NA,NA,"My precious.",4,5371,530,0,"2012-03-27","2013-11-19",169.5,1342.75,75
279,"2012-01-11","enrolled",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
280,"2012-01-11","enrolled","SF",NA,NA,"You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",43,25014,2340,0,"2012-01-14","2013-11-15",15.6744186046512,581.720930232558,3
281,"2012-01-11","control","NY",NA,NA,NA,6,11821,0,0,"2012-12-09","2013-08-15",96.8333333333333,1970.16666666667,333
282,"2012-01-11","enrolled",NA,"A",NA,"I'll get you, my pretty, and your little dog, too!",6,6433,620,0,"2012-07-16","2013-05-21",82.5,1072.16666666667,186
283,"2012-01-11","enrolled","SF","B","oldish","One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",2,6126,600,0,"2012-12-23","2013-08-31",298.5,3063,347
284,"2012-01-11","enrolled","SF","A",NA,"My precious.",4,1921,170,0,"2012-01-20","2013-11-30",172.25,480.25,9
285,"2012-01-11","enrolled","NY","C","oldish",NA,70,170920,16620,15000,"2012-01-21","2013-12-19",10.1142857142857,2441.71428571429,10
286,"2012-01-11","control","LA",NA,"oldish",NA,2,18095,0,0,"2013-01-06","2013-07-28",281.5,9047.5,361
287,"2012-01-11","enrolled","NY","B","oldish",NA,9,21917,2160,0,"2012-03-21","2013-12-30",79.8888888888889,2435.22222222222,69
288,"2012-01-11","enrolled",NA,"D",NA,"Stella!  Hey, Stella!",61,81404,7820,5000,"2012-01-27","2013-12-30",11.7868852459016,1334.49180327869,16
289,"2012-01-11","enrolled",NA,"D","wise",NA,4,6502,640,0,"2012-12-01","2013-09-18",153.75,1625.5,325
290,"2012-01-11","enrolled","NY","A",NA,"A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.",6,19970,1960,0,"2012-04-18","2013-11-15",112.333333333333,3328.33333333333,97
291,"2012-01-11","enrolled",NA,"B",NA,NA,77,209655,20380,20000,"2012-01-12","2013-12-05",9.01298701298701,2722.79220779221,1
292,"2012-01-11","enrolled",NA,"D",NA,"What we've got here is failure to communicate.",3,13270,1310,0,"2012-10-03","2013-07-21",185.333333333333,4423.33333333333,265
293,"2012-01-11","enrolled","NY",NA,NA,NA,22,39279,3810,0,"2012-02-06","2013-11-11",30.4545454545455,1785.40909090909,26
294,"2012-01-11","enrolled","LA","B","wise",NA,1,2610,260,0,"2012-01-21","2012-01-21",10,2610,10
295,"2012-01-11","enrolled",NA,"A",NA,NA,7,4311,400,0,"2012-08-07","2013-10-23",92.8571428571429,615.857142857143,208
296,"2012-01-11","enrolled","NY","D","youthful","Open the pod bay doors, HAL.",11,42307,4180,0,"2012-05-31","2013-12-15",64,3846.09090909091,140
297,"2012-01-11","control",NA,NA,NA,"We'll always have Paris.",3,14214,0,0,"2012-08-06","2013-05-15",163,4738,207
298,"2012-01-11","enrolled",NA,"C","wise",NA,7,16664,1620,0,"2012-02-16","2013-08-08",82,2380.57142857143,36
299,"2012-01-11","enrolled","SF","A","youthful",NA,5,4634,430,0,"2012-01-29","2013-06-20",105,926.8,18
300,"2012-01-11","control","LA",NA,"youthful","E.T. phone home.",6,35619,0,0,"2012-06-10","2013-12-10",116.5,5936.5,150
301,"2012-01-11","control","LA","A",NA,NA,4,8894,0,0,"2013-01-09","2013-12-24",178.25,2223.5,364
302,"2012-01-11","enrolled","LA",NA,"wise",NA,1,1036,100,0,"2013-05-17","2013-05-17",491,1036,491
303,"2012-01-11","control",NA,"D",NA,NA,1,2391,0,0,"2012-01-26","2012-01-26",15,2391,15
304,"2012-01-11","control","SF","C","young","After all, tomorrow is another day!",5,5766,0,0,"2012-05-03","2013-07-22",111.4,1153.2,112
305,"2012-01-11","enrolled",NA,NA,NA,NA,5,26895,2680,0,"2012-03-01","2013-09-27",124.8,5379,50
306,"2012-01-12","enrolled","LA",NA,"wise","You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",2,2675,260,0,"2012-07-04","2013-02-16",200.5,1337.5,173
307,"2012-01-12","control","NY","D",NA,"Tell 'em to go out there with all they got and win just one for the Gipper.",107,196884,0,0,"2012-01-22","2013-12-18",6.5981308411215,1840.03738317757,10
308,"2012-01-12","enrolled",NA,NA,"youthful",NA,9,32047,3160,0,"2012-03-30","2013-11-06",73.7777777777778,3560.77777777778,77
309,"2012-01-12","enrolled",NA,NA,"wise","Listen to them.  Children of the night.  What music they make.",1,182,10,0,"2013-05-08","2013-05-08",481,182,481
310,"2012-01-12","enrolled","NY","B","youthful","Badges? We ain't got no badges! We don't need no badges! I don't have to show you any stinking badges!",65,339979,33410,30000,"2012-01-15","2013-12-25",10.9692307692308,5230.44615384615,3
311,"2012-01-12","enrolled","NY",NA,"wise","My mother thanks you. My father thanks you. My sister thanks you. And I thank you.",2,2798,270,0,"2012-05-12","2012-06-16",77.5,1399,120
312,"2012-01-12","control","SF","A","young",NA,1,389,0,0,"2012-02-29","2012-02-29",48,389,48
313,"2012-01-12","control",NA,NA,NA,NA,3,5311,0,0,"2012-03-08","2013-08-16",193.666666666667,1770.33333333333,56
314,"2012-01-12","enrolled",NA,NA,NA,NA,9,12593,1210,0,"2012-03-23","2013-12-25",79.2222222222222,1399.22222222222,70
315,"2012-01-12","control",NA,"C",NA,NA,7,9998,0,0,"2012-05-24","2013-11-24",97.4285714285714,1428.28571428571,132
316,"2012-01-12","control","NY","D",NA,"Why don't you come up sometime and see me?",3,16075,0,0,"2012-10-23","2013-05-26",166.333333333333,5358.33333333333,284
317,"2012-01-12","enrolled","SF","D",NA,NA,9,10476,1000,0,"2012-05-31","2013-12-03",76.7777777777778,1164,139
318,"2012-01-12","enrolled","SF","C",NA,"Of all the gin joints in all the towns in all the world, she walks into mine.",14,32369,3170,0,"2012-02-07","2013-12-13",50.0714285714286,2312.07142857143,26
319,"2012-01-12","enrolled",NA,NA,NA,NA,5,13999,1370,0,"2012-01-30","2013-09-28",124.8,2799.8,18
320,"2012-01-12","control",NA,NA,"youthful","Fasten your seatbelts. It's going to be a bumpy night.",4,19577,0,0,"2012-02-16","2013-12-18",176.5,4894.25,35
321,"2012-01-12","enrolled",NA,"C","wise",NA,42,53833,5120,5000,"2012-01-18","2013-11-18",16.0952380952381,1281.7380952381,6
322,"2012-01-12","enrolled",NA,NA,NA,NA,162,670249,65560,65000,"2012-01-14","2013-12-24",4.39506172839506,4137.33950617284,2
323,"2012-01-12","enrolled","SF",NA,NA,NA,4,3654,350,0,"2012-02-06","2013-11-23",170.25,913.5,25
324,"2012-01-12","control","NY",NA,NA,NA,2,638,0,0,"2012-08-22","2013-11-13",335.5,319,222
325,"2012-01-12","control","SF",NA,NA,"We rob banks.",2,920,0,0,"2012-10-07","2013-02-26",205.5,460,268
326,"2012-01-12","enrolled","SF",NA,"young","Show me the money!",4,5356,520,0,"2012-09-21","2013-11-12",167.5,1339,252
327,"2012-01-12","enrolled",NA,NA,"oldish","Shane.  Shane.  Come back!",11,52986,5250,0,"2012-01-12","2013-10-01",57,4816.90909090909,0
328,"2012-01-13","control","SF",NA,"oldish",NA,6,7757,0,0,"2012-02-13","2013-04-24",77.6666666666667,1292.83333333333,31
329,"2012-01-13","enrolled",NA,"B","wise",NA,6,18913,1870,0,"2012-01-30","2013-09-24",103.166666666667,3152.16666666667,17
330,"2012-01-13","enrolled",NA,NA,"wise",NA,1,0,0,0,"2013-05-30","2013-05-30",502,0,502
331,"2012-01-13","control",NA,NA,NA,"My precious.",4,2821,0,0,"2013-02-04","2013-12-29",179,705.25,388
332,"2012-01-13","control",NA,NA,"oldish","You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",2,2975,0,0,"2012-02-28","2013-02-12",198,1487.5,46
333,"2012-01-13","control",NA,NA,"young","I'll be back.",44,45469,0,0,"2012-01-13","2013-12-30",16.2954545454545,1033.38636363636,0
334,"2012-01-13","enrolled",NA,"C","young",NA,7,26242,2590,0,"2012-02-28","2013-02-04",55.4285714285714,3748.85714285714,46
335,"2012-01-13","control","LA",NA,"youthful",NA,4,9113,0,0,"2012-01-14","2013-10-29",163.5,2278.25,1
336,"2012-01-13","enrolled",NA,"A","youthful","Tell 'em to go out there with all they got and win just one for the Gipper.",8,14161,1390,0,"2012-03-27","2013-12-05",86.5,1770.125,73
337,"2012-01-13","control","NY",NA,"oldish","Hello, gorgeous.",6,31030,0,0,"2012-04-17","2013-06-24",87.8333333333333,5171.66666666667,94
338,"2012-01-13","control","SF","B","youthful",NA,5,8767,0,0,"2012-03-13","2013-05-24",99.2,1753.4,59
339,"2012-01-13","enrolled","LA","B","wise","If you build it, he will come.",6,9023,860,0,"2013-05-02","2013-10-27",108.666666666667,1503.83333333333,474
340,"2012-01-13","enrolled",NA,NA,"oldish","Life is a banquet, and most poor suckers are starving to death!",46,83602,8140,5000,"2012-02-21","2013-12-13",15.2173913043478,1817.4347826087,39
341,"2012-01-13","enrolled","NY","D","oldish","After all, tomorrow is another day!",10,41943,4140,0,"2012-03-06","2013-11-06",66.3,4194.3,53
342,"2012-01-13","control",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
343,"2012-01-13","control","NY",NA,NA,"After all, tomorrow is another day!",89,216770,0,0,"2012-01-15","2013-12-19",7.93258426966292,2435.61797752809,2
344,"2012-01-13","enrolled","SF","B",NA,NA,1,0,0,0,"2012-10-30","2012-10-30",290,0,290
345,"2012-01-13","enrolled",NA,"B","young",NA,9,10193,980,0,"2012-04-25","2013-12-11",77.5555555555556,1132.55555555556,102
346,"2012-01-13","enrolled",NA,NA,"oldish","Here's looking at you, kid.",6,10484,1020,0,"2012-03-26","2013-10-12",106.166666666667,1747.33333333333,72
347,"2012-01-13","enrolled",NA,NA,"oldish","Listen to them.  Children of the night.  What music they make.",98,897609,88420,85000,"2012-01-19","2013-12-29",7.30612244897959,9159.27551020408,6
348,"2012-01-13","enrolled","LA","B",NA,"Take your stinking paws off me, you damned dirty ape.",5,15293,1490,0,"2012-04-07","2013-04-23",93,3058.6,84
349,"2012-01-13","enrolled","NY","B","youthful",NA,20,133532,13130,10000,"2012-01-15","2013-12-12",34.95,6676.6,2
350,"2012-01-13","control",NA,"A","wise",NA,3,2477,0,0,"2012-12-15","2013-06-04",169,825.666666666667,337
351,"2012-01-13","control",NA,NA,NA,"Louis, I think this is the beginning of a beautiful friendship.",3,6073,0,0,"2012-02-08","2013-12-06",231,2024.33333333333,26
352,"2012-01-13","control","SF",NA,NA,NA,5,7252,0,0,"2012-02-02","2013-11-05",132.4,1450.4,20
353,"2012-01-13","enrolled",NA,NA,"oldish",NA,4,33111,3290,0,"2012-10-14","2013-06-27",132.5,8277.75,274
